[27/10/2019 06:56:20.085] Namenode heartbeat monitor created
[27/10/2019 06:56:20.085] Started NodeKiller
[27/10/2019 06:56:24.558] Namenode has detected a failure in Datanode #12
[27/10/2019 07:11:49.796] Datanode #119 has received a block #8
[27/10/2019 07:11:51.311] Datanode #162 has received a block #2
[27/10/2019 07:11:51.312] Datanode #119 has received a block #8
[27/10/2019 07:11:53.842] Datanode #119 has received a block #8
[27/10/2019 07:11:53.842] Datanode #162 has received a block #2
[27/10/2019 07:11:55.355] Datanode #119 has received a block #8
[27/10/2019 07:11:55.355] Datanode #162 has received a block #2
[27/10/2019 07:11:57.882] Datanode #119 has received a block #8
[27/10/2019 07:11:57.882] Datanode #162 has received a block #2
[27/10/2019 07:11:59.401] Datanode #119 has received a block #8
[27/10/2019 07:11:59.401] Datanode #162 has received a block #2
[27/10/2019 07:12:01.422] Datanode #119 has received a block #8
[27/10/2019 07:12:01.423] Datanode #162 has received a block #2
[27/10/2019 07:12:03.951] Datanode #162 has received a block #2
[27/10/2019 07:12:03.951] Datanode #119 has received a block #8
[27/10/2019 07:12:05.470] Datanode #119 has received a block #8
[27/10/2019 07:12:05.470] Datanode #162 has received a block #2
[27/10/2019 07:12:07.989] Datanode #162 has received a block #2
[27/10/2019 07:12:07.990] Datanode #119 has received a block #8
[27/10/2019 07:12:09.516] Datanode #119 has received a block #8
[27/10/2019 07:12:09.516] Datanode #162 has received a block #2
[27/10/2019 07:12:12.048] Datanode #162 has received a block #2
[27/10/2019 07:12:12.049] Datanode #119 has received a block #8
[27/10/2019 07:12:13.567] Datanode #119 has received a block #8
[27/10/2019 07:12:13.567] Datanode #162 has received a block #2
[27/10/2019 07:12:16.096] Datanode #119 has received a block #8
[27/10/2019 07:12:16.096] Datanode #162 has received a block #2
[27/10/2019 07:12:17.602] Datanode #162 has received a block #2
[27/10/2019 07:12:17.602] Datanode #119 has received a block #8
[27/10/2019 07:12:20.139] Datanode #162 has received a block #2
[27/10/2019 07:12:20.140] Datanode #119 has received a block #8
[27/10/2019 07:12:21.657] Datanode #119 has received a block #8
[27/10/2019 07:12:21.657] Datanode #162 has received a block #2
[27/10/2019 07:12:24.196] Datanode #162 has received a block #2
[27/10/2019 07:12:24.197] Datanode #119 has received a block #8
[27/10/2019 07:12:25.714] Datanode #162 has received a block #2
[27/10/2019 07:12:25.714] Datanode #119 has received a block #8
[27/10/2019 07:12:28.240] Datanode #162 has received a block #2
[27/10/2019 07:12:28.240] Datanode #119 has received a block #8
[27/10/2019 07:12:29.756] Datanode #119 has received a block #8
[27/10/2019 07:12:29.756] Datanode #162 has received a block #2
[27/10/2019 07:12:32.294] Datanode #162 has received a block #2
[27/10/2019 07:12:32.294] Datanode #119 has received a block #8
[27/10/2019 07:12:33.813] Datanode #162 has received a block #2
[27/10/2019 07:12:33.813] Datanode #119 has received a block #8
[27/10/2019 07:12:36.340] Datanode #119 has received a block #8
[27/10/2019 07:12:36.341] Datanode #162 has received a block #2
[27/10/2019 07:12:37.856] Datanode #119 has received a block #8
[27/10/2019 07:12:37.856] Datanode #162 has received a block #2
[27/10/2019 07:12:40.392] Datanode #162 has received a block #2
[27/10/2019 07:12:40.392] Datanode #119 has received a block #8
[27/10/2019 07:12:41.909] Datanode #162 has received a block #2
[27/10/2019 07:12:41.909] Datanode #119 has received a block #8
[27/10/2019 07:12:44.450] Datanode #119 has received a block #8
[27/10/2019 07:12:44.450] Datanode #162 has received a block #2
[27/10/2019 07:12:45.967] Datanode #162 has received a block #2
[27/10/2019 07:12:45.968] Datanode #119 has received a block #8
[27/10/2019 07:12:48.489] Datanode #119 has received a block #8
[27/10/2019 07:12:48.489] Datanode #162 has received a block #2
[27/10/2019 07:12:50.005] Datanode #162 has received a block #2
[27/10/2019 07:12:50.005] Datanode #119 has received a block #8
[27/10/2019 07:12:52.535] Datanode #119 has received a block #8
[27/10/2019 07:12:52.535] Datanode #162 has received a block #2
[27/10/2019 07:12:54.046] Datanode #119 has received a block #8
[27/10/2019 07:12:54.046] Datanode #162 has received a block #2
[27/10/2019 07:12:56.570] Datanode #162 has received a block #2
[27/10/2019 07:12:56.570] Datanode #119 has received a block #8
[27/10/2019 07:12:58.087] Datanode #119 has received a block #8
[27/10/2019 07:12:58.087] Datanode #162 has received a block #2
[27/10/2019 07:13:00.626] Datanode #119 has received a block #8
[27/10/2019 07:13:00.626] Datanode #162 has received a block #2
[27/10/2019 07:13:02.644] Datanode #162 has received a block #2
[27/10/2019 07:13:02.644] Datanode #119 has received a block #8
[27/10/2019 07:13:04.167] Datanode #162 has received a block #2
[27/10/2019 07:13:04.168] Datanode #119 has received a block #8
[27/10/2019 07:13:06.696] Datanode #119 has received a block #8
[27/10/2019 07:13:06.696] Datanode #162 has received a block #2
[27/10/2019 07:13:08.214] Datanode #162 has received a block #2
[27/10/2019 07:13:08.214] Datanode #119 has received a block #8
[27/10/2019 07:13:10.753] Datanode #119 has received a block #8
[27/10/2019 07:13:10.753] Datanode #162 has received a block #2
[27/10/2019 07:13:12.271] Datanode #162 has received a block #2
[27/10/2019 07:13:12.271] Datanode #119 has received a block #8
[27/10/2019 07:13:14.810] Datanode #162 has received a block #2
[27/10/2019 07:13:14.810] Datanode #119 has received a block #8
[27/10/2019 07:13:16.325] Datanode #162 has received a block #2
[27/10/2019 07:13:16.325] Datanode #119 has received a block #8
[27/10/2019 07:13:18.847] Datanode #119 has received a block #8
[27/10/2019 07:13:18.847] Datanode #162 has received a block #2
[27/10/2019 07:13:20.352] Datanode #119 has received a block #8
[27/10/2019 07:13:20.352] Datanode #162 has received a block #2
[27/10/2019 07:13:22.887] Datanode #119 has received a block #8
[27/10/2019 07:13:22.887] Datanode #162 has received a block #2
[27/10/2019 07:13:24.400] Datanode #162 has received a block #2
[27/10/2019 07:13:24.400] Datanode #119 has received a block #8
[27/10/2019 07:13:26.936] Datanode #162 has received a block #2
[27/10/2019 07:13:26.936] Datanode #119 has received a block #8
[27/10/2019 07:13:28.455] Datanode #162 has received a block #2
[27/10/2019 07:13:28.455] Datanode #119 has received a block #8
[27/10/2019 07:13:30.988] Datanode #119 has received a block #8
[27/10/2019 07:13:30.988] Datanode #162 has received a block #2
[27/10/2019 07:13:32.506] Datanode #119 has received a block #8
[27/10/2019 07:13:32.506] Datanode #162 has received a block #2
[27/10/2019 07:13:35.044] Datanode #162 has received a block #2
[27/10/2019 07:13:35.045] Datanode #119 has received a block #8
[27/10/2019 07:13:36.550] Datanode #162 has received a block #2
[27/10/2019 07:13:36.550] Datanode #119 has received a block #8
[27/10/2019 07:13:39.084] Datanode #119 has received a block #8
[27/10/2019 07:13:39.084] Datanode #162 has received a block #2
[27/10/2019 07:13:40.599] Datanode #162 has received a block #2
[27/10/2019 07:13:40.599] Datanode #119 has received a block #8
[27/10/2019 07:13:43.131] Datanode #119 has received a block #8
[27/10/2019 07:13:43.131] Datanode #162 has received a block #2
[27/10/2019 07:13:44.650] Datanode #162 has received a block #2
[27/10/2019 07:13:44.650] Datanode #119 has received a block #8
[27/10/2019 07:13:47.171] Datanode #119 has received a block #8
[27/10/2019 07:13:47.171] Datanode #162 has received a block #2
[27/10/2019 07:13:48.695] Datanode #119 has received a block #8
[27/10/2019 07:13:48.695] Datanode #162 has received a block #2
[27/10/2019 07:13:51.228] Datanode #162 has received a block #2
[27/10/2019 07:13:51.228] Datanode #119 has received a block #8
[27/10/2019 07:13:52.752] Datanode #162 has received a block #2
[27/10/2019 07:13:52.753] Datanode #119 has received a block #8
[27/10/2019 07:13:55.271] Datanode #119 has received a block #8
[27/10/2019 07:13:55.271] Datanode #162 has received a block #2
[27/10/2019 07:13:56.793] Datanode #119 has received a block #8
[27/10/2019 07:13:56.793] Datanode #162 has received a block #2
[27/10/2019 07:13:59.322] Datanode #162 has received a block #2
[27/10/2019 07:13:59.322] Datanode #119 has received a block #8
[27/10/2019 07:14:00.838] Datanode #119 has received a block #8
[27/10/2019 07:14:00.839] Datanode #162 has received a block #2
[27/10/2019 07:14:02.861] Datanode #162 has received a block #2
[27/10/2019 07:14:02.862] Datanode #119 has received a block #8
[27/10/2019 07:14:05.388] Datanode #162 has received a block #2
[27/10/2019 07:14:05.388] Datanode #119 has received a block #8
[27/10/2019 07:14:07.922] Datanode #119 has received a block #8
[27/10/2019 07:14:07.922] Datanode #162 has received a block #2
[27/10/2019 07:14:09.433] Datanode #162 has received a block #2
[27/10/2019 07:14:09.433] Datanode #119 has received a block #8
[27/10/2019 07:14:11.962] Datanode #119 has received a block #8
[27/10/2019 07:14:11.962] Datanode #162 has received a block #2
[27/10/2019 07:14:13.475] Datanode #119 has received a block #8
[27/10/2019 07:14:13.475] Datanode #162 has received a block #2
[27/10/2019 07:14:16.010] Datanode #119 has received a block #8
[27/10/2019 07:14:16.010] Datanode #162 has received a block #2
[27/10/2019 07:14:17.526] Datanode #119 has received a block #8
[27/10/2019 07:14:17.527] Datanode #162 has received a block #2
[27/10/2019 07:14:20.048] Datanode #119 has received a block #8
[27/10/2019 07:14:20.049] Datanode #162 has received a block #2
[27/10/2019 07:14:21.567] Datanode #119 has received a block #8
[27/10/2019 07:14:21.567] Datanode #162 has received a block #2
[27/10/2019 07:14:24.100] Datanode #119 has received a block #8
[27/10/2019 07:14:24.100] Datanode #162 has received a block #2
[27/10/2019 07:14:25.613] Datanode #162 has received a block #2
[27/10/2019 07:14:25.613] Datanode #119 has received a block #8
[27/10/2019 07:14:28.140] Datanode #119 has received a block #8
[27/10/2019 07:14:28.140] Datanode #162 has received a block #2
[27/10/2019 07:14:29.653] Datanode #119 has received a block #8
[27/10/2019 07:14:29.653] Datanode #162 has received a block #2
[27/10/2019 07:14:32.188] Datanode #162 has received a block #2
[27/10/2019 07:14:32.188] Datanode #119 has received a block #8
[27/10/2019 07:14:33.706] Datanode #119 has received a block #8
[27/10/2019 07:14:33.707] Datanode #162 has received a block #2
[27/10/2019 07:14:36.232] Datanode #119 has received a block #8
[27/10/2019 07:14:36.232] Datanode #162 has received a block #2
[27/10/2019 07:14:37.750] Datanode #162 has received a block #2
[27/10/2019 07:14:37.750] Datanode #119 has received a block #8
[27/10/2019 07:14:40.289] Datanode #119 has received a block #8
[27/10/2019 07:14:40.289] Datanode #162 has received a block #2
[27/10/2019 07:14:41.807] Datanode #162 has received a block #2
[27/10/2019 07:14:41.808] Datanode #119 has received a block #8
[27/10/2019 07:14:44.327] Datanode #119 has received a block #8
[27/10/2019 07:14:44.327] Datanode #162 has received a block #2
[27/10/2019 07:14:45.848] Datanode #162 has received a block #2
[27/10/2019 07:14:45.848] Datanode #119 has received a block #8
[27/10/2019 07:14:48.382] Datanode #119 has received a block #8
[27/10/2019 07:14:48.382] Datanode #162 has received a block #2
[27/10/2019 07:14:49.905] Datanode #162 has received a block #2
[27/10/2019 07:14:49.905] Datanode #119 has received a block #8
[27/10/2019 07:14:52.443] Datanode #162 has received a block #2
[27/10/2019 07:14:52.443] Datanode #119 has received a block #8
[27/10/2019 07:14:53.962] Datanode #162 has received a block #2
[27/10/2019 07:14:53.962] Datanode #119 has received a block #8
[27/10/2019 07:14:56.486] Datanode #162 has received a block #2
[27/10/2019 07:14:56.486] Datanode #119 has received a block #8
[27/10/2019 07:14:57.996] Datanode #119 has received a block #8
[27/10/2019 07:14:57.996] Datanode #162 has received a block #2
[27/10/2019 07:15:00.524] Datanode #162 has received a block #2
[27/10/2019 07:15:00.525] Datanode #119 has received a block #8
[27/10/2019 07:15:02.040] Datanode #119 has received a block #8
[27/10/2019 07:15:02.041] Datanode #162 has received a block #2
[27/10/2019 07:15:04.562] Datanode #119 has received a block #8
[27/10/2019 07:15:04.563] Datanode #162 has received a block #2
[27/10/2019 07:15:05.580] Datanode #119 has received a block #8
[27/10/2019 07:15:05.581] Datanode #162 has received a block #2
[27/10/2019 07:15:08.111] Datanode #162 has received a block #2
[27/10/2019 07:15:08.111] Datanode #119 has received a block #8
[27/10/2019 07:15:10.645] Datanode #119 has received a block #8
[27/10/2019 07:15:10.646] Datanode #162 has received a block #2
[27/10/2019 07:15:12.163] Datanode #119 has received a block #8
[27/10/2019 07:15:12.163] Datanode #162 has received a block #2
[27/10/2019 07:15:14.694] Datanode #119 has received a block #8
[27/10/2019 07:15:14.694] Datanode #162 has received a block #2
[27/10/2019 07:15:16.205] Datanode #162 has received a block #2
[27/10/2019 07:15:16.205] Datanode #119 has received a block #8
[27/10/2019 07:15:18.730] Datanode #162 has received a block #2
[27/10/2019 07:15:18.730] Datanode #119 has received a block #8
[27/10/2019 07:15:20.249] Datanode #162 has received a block #2
[27/10/2019 07:15:20.249] Datanode #119 has received a block #8
[27/10/2019 07:15:22.782] Datanode #119 has received a block #8
[27/10/2019 07:15:22.783] Datanode #162 has received a block #2
[27/10/2019 07:15:24.297] Datanode #119 has received a block #8
[27/10/2019 07:15:24.297] Datanode #162 has received a block #2
[27/10/2019 07:15:26.825] Datanode #119 has received a block #8
[27/10/2019 07:15:26.825] Datanode #162 has received a block #2
[27/10/2019 07:15:28.346] Datanode #162 has received a block #2
[27/10/2019 07:15:28.346] Datanode #119 has received a block #8
[27/10/2019 07:15:30.873] Datanode #162 has received a block #2
[27/10/2019 07:15:30.874] Datanode #119 has received a block #8
[27/10/2019 07:15:32.392] Datanode #162 has received a block #2
[27/10/2019 07:15:32.392] Datanode #119 has received a block #8
[27/10/2019 07:15:34.924] Datanode #119 has received a block #8
[27/10/2019 07:15:34.924] Datanode #162 has received a block #2
[27/10/2019 07:15:36.442] Datanode #162 has received a block #2
[27/10/2019 07:15:36.442] Datanode #119 has received a block #8
[27/10/2019 07:15:38.978] Datanode #119 has received a block #8
[27/10/2019 07:15:38.979] Datanode #162 has received a block #2
[27/10/2019 07:15:40.484] Datanode #162 has received a block #2
[27/10/2019 07:15:40.484] Datanode #119 has received a block #8
[27/10/2019 07:15:43.005] Datanode #162 has received a block #2
[27/10/2019 07:15:43.005] Datanode #119 has received a block #8
[27/10/2019 07:15:44.521] Datanode #119 has received a block #8
[27/10/2019 07:15:44.521] Datanode #162 has received a block #2
[27/10/2019 07:15:47.062] Datanode #119 has received a block #8
[27/10/2019 07:15:47.063] Datanode #162 has received a block #2
[27/10/2019 07:15:48.580] Datanode #162 has received a block #2
[27/10/2019 07:15:48.580] Datanode #119 has received a block #8
[27/10/2019 07:15:51.108] Datanode #162 has received a block #2
[27/10/2019 07:15:51.109] Datanode #119 has received a block #8
[27/10/2019 07:15:52.627] Datanode #119 has received a block #8
[27/10/2019 07:15:52.628] Datanode #162 has received a block #2
[27/10/2019 07:15:55.162] Datanode #162 has received a block #2
[27/10/2019 07:15:55.162] Datanode #119 has received a block #8
[27/10/2019 07:15:56.677] Datanode #119 has received a block #8
[27/10/2019 07:15:56.678] Datanode #162 has received a block #2
[27/10/2019 07:15:59.198] Datanode #119 has received a block #8
[27/10/2019 07:15:59.198] Datanode #162 has received a block #2
[27/10/2019 07:16:00.719] Datanode #119 has received a block #8
[27/10/2019 07:16:00.719] Datanode #162 has received a block #2
[27/10/2019 07:16:03.257] Datanode #162 has received a block #2
[27/10/2019 07:16:03.257] Datanode #119 has received a block #8
[27/10/2019 07:16:04.768] Datanode #119 has received a block #8
[27/10/2019 07:16:04.768] Datanode #162 has received a block #2
[27/10/2019 07:16:07.301] Datanode #162 has received a block #2
[27/10/2019 07:16:07.302] Datanode #119 has received a block #8
[27/10/2019 07:16:08.821] Datanode #119 has received a block #8
[27/10/2019 07:16:08.821] Datanode #162 has received a block #2
[27/10/2019 07:16:10.841] Datanode #119 has received a block #8
[27/10/2019 07:16:10.841] Datanode #162 has received a block #2
[27/10/2019 07:16:13.365] Datanode #119 has received a block #8
[27/10/2019 07:16:13.366] Datanode #162 has received a block #2
[27/10/2019 07:16:14.885] Datanode #119 has received a block #8
[27/10/2019 07:16:14.885] Datanode #162 has received a block #2
[27/10/2019 07:16:17.423] Datanode #119 has received a block #8
[27/10/2019 07:16:17.424] Datanode #162 has received a block #2
[27/10/2019 07:16:18.940] Datanode #119 has received a block #8
[27/10/2019 07:16:18.941] Datanode #162 has received a block #2
MTTR: 0.0DURABILITY: 1.0
